show_id,title,original_title,status,auditory,rating_myshows,rating_count,rating_kinopoisk,kinopoisk_count,rating_imdb,imdb_count,country,genre,channel,total_length,episode_length,dates,actors,seasons,episodes_in_season
51,Рыцарь дорог,Knight Rider,Отменен/Закончен,4962,3.81,2846,7.522,3761,5.5,9556,['США'],"['Приключения', ' Фантастика', ' Боевик']",NBC,14 часов 11 минут,43 мин.,17.02.2008 — 04.03.2009,"['Justin Bruening', 'Deanna Russo', 'Val Kilmer', 'Paul Campbell', 'Smith Cho', 'Bruce Davison', 'Yancey Arias', 'Sydney Tamiia Poitier']",1,['18']
52,Как сказал Джим,According to Jim,Отменен/Закончен,3393,3.88,1970,7.498,4868,6.4,36409,['США'],['Комедия'],ABC,2 дня 18 часов 44 минуты,22 мин.,03.10.2001 — 02.06.2009,"['Jim Belushi', 'Courtney Thorne-Smith', 'Larry Joe Campbell', 'Taylor Atelian', 'Billi Bruno', 'Kimberly Williams-Paisley', 'Conner Rayburn']",8,"['22', '28', '29', '27', '22', '18', '18', '18']"
53,Разрушители легенд,Mythbusters,Отменен/Закончен,15045,4.47,7381,8.164,23735,8.3,52673,['США'],['Приключения'],Discovery Channel,10 дней 9 часов 41 минута,43 мин.,23.01.2003 — 14.02.2018,"['Robert Lee', 'Nikos Andronikos', 'Robin Banks', 'Brian Louden', 'Jon Lung', 'Adam Savage', 'Jamie Hyneman', 'Kari Byron', 'Grant Masaru Imahara', 'Tory Belleci']",29,"['3', '13', '27', '32', '31', '13', '24', '11', '12', '11', '10', '13', '8', '12', '8', '7', '6', '8', '14', '27', '2', '2', '4', '1', '1', '3', '11', '1', '1']"
54,Чудопад,Wonderfalls,Отменен/Закончен,4576,3.9,2659,7.652,2418,8.3,12736,['Канада'],"['Фэнтези', ' Драма', ' Комедия']",FOX,9 часов 19 минут,43 мин.,04.10.2004 — 27.12.2004,"['Caroline Dhavernas', 'Katie Finneran', 'Tyron Leitso', 'Tracie Thoms', 'Lee Pace', 'William Sadler', 'Diana Scarwid']",1,['13']
55,Клиника,Scrubs,Отменен/Закончен,165190,4.61,86659,8.729,250929,8.4,254917,['США'],"['Комедия', ' Драма', ' Медицинский']",ABC,2 дня 19 часов 7 минут,22 мин.,02.10.2001 — 17.03.2010,"['Donald Faison', 'John C. McGinley', 'Ken Jenkins', 'Zach Braff', 'Sarah Chalke', 'Neil Flynn', 'Judy Reyes', 'Eliza Coupe', 'Christa Miller', 'Kerry Bishé', 'Michael Mosley', 'Dave Franco']",9,"['24', '23', '22', '25', '24', '22', '11', '19', '13']"
56,Кобра,Cobra,Отменен/Закончен,176,3.67,81,6.909,463,6.3,529,['США'],"['Приключения', ' Боевик']",Syndicated,15 часов 46 минут,43 мин.,16.09.1993 — 13.05.1994,"['Michael Dudikoff', 'Allison Hossack', 'James Tolkan']",1,['22']
59,Студия 30,30 Rock,Отменен/Закончен,9678,3.85,4109,7.408,4485,8.3,123698,['США'],['Комедия'],NBC,2 дня 5 часов 5 минут,22 мин.,11.10.2006 — 16.07.2020,"['Tina Fey', 'Alec Baldwin', 'Jack McBrayer', 'Tracy Morgan', 'Jane Krakowski', 'Judah Friedlander', 'Scott Adsit', 'Keith Powell', 'Kevin Brown', 'John Lutz', 'Grizz Chapman', 'Katrina Bowden', 'Maulik Pancholy', 'Sue Galloway', 'Lonny Ross', 'Paula Pell']",7,"['21', '15', '22', '22', '24', '23', '14']"
60,Квантовый скачок,Quantum Leap,Отменен/Закончен,21059,4.48,9743,8.106,18381,8.2,31853,['США'],"['Боевик', ' Драма', ' Фантастика']",NBC,3 дня 8 часов 50 минут,50 мин.,26.03.1989 — 05.05.1993,"['Scott Bakula', 'Dean Stockwell']",5,"['9', '22', '22', '22', '22']"
61,Третья планета от Солнца,3rd Rock from the Sun,Отменен/Закончен,3098,3.83,1671,7.663,4774,7.8,52472,['США'],"['Семейный', ' Фантастика', ' Комедия']",NBC,2 дня 2 часа 58 минут,22 мин.,09.01.1996 — 22.05.2001,"['John Lithgow', 'Kristen Johnston', 'French Stewart', 'Jane Curtin', 'Joseph Gordon-Levitt', 'Simbi Khali', 'Elmarie Wendel', 'Wayne Knight']",6,"['20', '26', '27', '24', '22', '20']"
62,Дживс и Вустер,Jeeves & Wooster,Отменен/Закончен,25950,4.55,12175,8.565,25949,8.4,12492,['Великобритания'],['Комедия'],ITV,21 час 5 минут,55 мин.,22.04.1990 — 20.06.1993,"['Hugh Laurie', 'Stephen Fry']",4,"['5', '6', '6', '6']"
63,Чертова служба в госпитале Мэш,M*A*S*H,Отменен/Закончен,5121,4.54,2597,8.37,13077,8.4,57225,['США'],"['Комедия', ' Военный', ' Медицинский']",CBS,4 дня 10 часов 58 минут,25 мин.,17.09.1972 — 28.02.1983,"['Alan Alda', 'Loretta Swit', 'Gary Burghoff', 'William Christopher', 'Jamie Farr', 'Larry Linville', 'Wayne Rogers', 'McLean Stevenson', 'Mike Farrell', 'Harry Morgan', 'David Ogden Stiers']",11,"['24', '24', '24', '24', '24', '24', '25', '25', '20', '21', '16']"
64,Жизнь как приговор,Life,Отменен/Закончен,5426,4.14,2822,7.813,4397,8.3,34130,['США'],"['Драма', ' Криминал']",NBC,22 часа 56 минут,43 мин.,26.09.2007 — 08.04.2009,"['Damian Lewis', 'Sarah Shahi', 'Adam Arkin', 'Brent Sexton', 'Donal Logue', 'Brooke Langton', 'Robin Weigert', 'Melissa Sagemiller']",2,"['11', '21']"
65,Черная метка,Burn Notice,Отменен/Закончен,4080,3.89,1865,7.42,2231,8.0,74528,['США'],"['Боевик', ' Криминал', ' Драма']",usa network,3 дня 9 часов 50 минут,43 мин.,28.06.2007 — 12.09.2013,"['Jeffrey Donovan', 'Bruce Campbell', 'Gabrielle Anwar', 'Sharon Gless', 'Coby Bell']",7,"['12', '16', '16', '18', '19', '18', '13']"
66,Гриффины,Family Guy,Сериал продолжается,63400,4.23,31712,7.667,169370,8.2,334999,['США'],"['Комедия', ' Семейный']",FOX,6 дней 3 часа 29 минут,22 мин.,31.01.1999 — ...,"['Lacey Chabert', 'Mila Kunis', 'Seth MacFarlane', 'Alex Borstein', 'Seth Green', 'Seth MacFarlane', 'Arif Zahir', 'Mike Henry', 'Seth MacFarlane', 'Patrick Warburton', 'Seth MacFarlane', 'Seth MacFarlane', 'Jennifer Tilly', 'Johnny Brennan', 'Seth MacFarlane', 'Alex Borstein', 'Christine Lakin', 'Seth MacFarlane', 'Mike Henry']",21,"['7', '21', '22', '30', '18', '13', '16', '22', '18', '23', '23', '21', '18', '20', '20', '20', '20', '20', '20', '20', '4']"
67,Секс в большом городе,Sex and the City,Отменен/Закончен,107054,4.45,48895,8.076,143308,7.3,126204,['США'],"['Романтика', ' Комедия', ' Драма']",HBO,2 дня 3 часа 51 минута,30 мин.,06.06.1998 — 27.05.2010,"['Sarah Jessica Parker', 'Kim Cattrall', 'Kristin Davis', 'Cynthia Nixon', 'Mario Cantone', 'Ron Livingston', 'Chris Noth', 'Mikhail Baryshnikov', 'John Corbett', 'David Eigenberg', 'Evan Handler', 'Jason Lewis', 'Willie Garson', 'Kyle MacLachlan', 'James Remar']",6,"['12', '18', '18', '18', '8', '22']"
69,Отряд «Антитеррор»,The Unit,Отменен/Закончен,1296,4.1,640,7.833,959,8.0,21970,['США'],"['Драма', ' Боевик', ' Криминал']",CBS,2 дня 1 час 27 минут,43 мин.,07.03.2006 — 10.05.2009,"['Dennis Haysbert', 'Scott Foley', 'Max Martini', 'Audrey Marie Anderson', 'Regina Taylor', 'Abby Brammell', 'Robert Patrick', 'Michael Irby', 'Demore Barnes', 'Nicole Steinwedell', 'Wes Chatham']",4,"['13', '23', '11', '22']"
70,Бивис и Батт-Хед,Beavis and Butt-Head,Отменен/Закончен,5793,3.77,2915,6.062,16125,7.5,31890,['США'],"['Комедия', ' Музыкальный']",MTV,1 день 21 час 52 минуты,12 мин.,22.09.1992 — 29.12.2011,"['Mike Judge', 'Mike Judge', 'Mike Judge', 'Mike Judge', 'Mike Judge', 'Mike Judge', 'Tracy Grandstaff', 'Adam Welsh', 'Toby Huss']",9,"['5', '26', '31', '32', '50', '21', '20', '21', '12']"
71,Как я встретил вашу маму,How I Met Your Mother,Отменен/Закончен,197675,4.55,104629,8.615,211347,8.3,676487,['США'],"['Комедия', ' Драма', ' Романтика']",CBS,3 дня 4 часа 16 минут,22 мин.,19.09.2005 — 31.03.2014,"['Josh Radnor', 'Jason Segel', 'Cobie Smulders', 'Neil Patrick Harris', 'Alyson Hannigan', 'Bob Saget', 'Cristin Milioti']",9,"['22', '22', '20', '24', '24', '24', '24', '24', '24']"
72,Джоуи,Joey,Отменен/Закончен,12899,3.5,6807,6.966,10704,6.0,42961,['США'],"['Комедия', ' Романтика']",NBC,16 часов 52 минуты,22 мин.,09.09.2004 — 07.03.2006,"['Matt LeBlanc', 'Andrea Anders', 'Drea de Matteo', 'Paulo Costanzo', 'Jennifer Coolidge', 'Miguel A. Nunez, Jr.']",2,"['24', '22']"
73,Рыцарь дорог,Knight Rider,Отменен/Закончен,4019,4.03,2244,7.759,7465,6.9,34503,['США'],"['Боевик', ' Драма', ' Криминал']",NBC,2 дня 22 часа 35 минут,46 мин.,26.09.1982 — 19.05.1991,"['David Hasselhoff', 'Edward Mulhare', 'Patricia McPherson', 'Richard Basehart', 'William Daniels', 'Peter Parros', 'Rebecca Holden']",4,"['22', '24', '22', '23']"
74,Воздушный волк,Airwolf,Отменен/Закончен,602,3.87,334,7.702,1889,6.7,11810,['США'],"['Фантастика', ' Приключения', ' Боевик']",usa network,2 дня 9 часов 20 минут,43 мин.,22.01.1984 — 07.08.1987,"['Jan-Michael Vincent', 'Ernest Borgnine', 'Alex Cord', 'Jean Bruce Scott', 'Anthony Sherwood', 'Barry Van Dyke', 'Geraint Wyn Davies', 'Michele Scarabelli']",4,"['12', '22', '22', '24']"
75,На краю Вселенной,Farscape,Отменен/Закончен,7169,4.09,3633,7.94,7150,8.3,37215,['США'],"['Боевик', ' Приключения', ' Фантастика']",SyFy,3 дня 3 часа 50 минут,50 мин.,19.03.1999 — 21.03.2003,"['Ben Browder', 'Jonathan Hardy', 'Claudia Black', 'Anthony Simcoe', 'Lani John Tupu', 'Gigi Edgley', 'Wayne Pygram', 'Virginia Hey', 'Lani John Tupu', 'Paul Goddard']",5,"['22', '22', '23', '22', '2']"
76,Параллельные миры,Sliders,Отменен/Закончен,7716,3.96,4074,7.889,13052,7.4,18765,['США'],"['Приключения', ' Фэнтези', ' Фантастика']",SyFy,2 дня 15 часов 41 минута,43 мин.,22.03.1995 — 04.02.2000,"['Cleavant Derricks', ""Jerry O'Connell"", 'Sabrina Lloyd', 'Kari Wuhrer', 'John Rhys-Davies', 'Tembi Locke', 'Robert Floyd', ""Charlie O'Connell""]",5,"['9', '13', '25', '22', '18']"
77,Семья динозавров,Dinosaurs,Отменен/Закончен,455,3.93,228,7.578,1401,7.5,19332,['США'],"['Комедия', ' Фэнтези', ' Детский']",ABC,23 часа 50 минут,22 мин.,26.04.1991 — 20.07.1994,"['Stuart Pankin', 'Jessica Walter', 'Kevin Clash', 'Florence Stanley', 'Jason Willinger', 'Sally Struthers', 'Christopher Meloni', 'Sam McMurray', 'Sherman Hemsley', 'Suzie Plakson']",4,"['5', '24', '22', '14']"
78,Космические спасатели лейтенанта Марша,Exosquad,Отменен/Закончен,836,4.22,453,7.949,4468,8.4,1169,['США'],"['Боевик', ' Драма', ' Фантастика']",Syndicated,19 часов 4 минуты,22 мин.,18.09.1993 — 03.11.1994,"['Lisa Ann Beley', 'Michael Donovan', 'Richard Newman', 'Janyse Jaud', 'Michael Benyaer', 'Wally Marsh', 'Garry Chalk', 'Robby Benson', 'Teryl Rothery', 'John Payne']",2,"['13', '39']"
79,Черепашки мутанты ниндзя,Teenage Mutant Ninja Turtles (1987),Отменен/Закончен,12770,4.15,6686,7.905,37178,7.9,34309,['США'],"['Боевик', ' Приключения', ' Мультфильмы']",CBS,2 дня 22 часа 46 минут,22 мин.,14.12.1987 — 02.11.1996,"['Cam Clarke', 'Barry Gordon', 'Rob Paulsen', 'Townsend Coleman', 'Peter Renaday', 'Renae Jacobs', 'James Avery', 'Jennifer Darling', 'Jim Cummings', 'Pat Fraley']",10,"['5', '13', '47', '39', '21', '16', '27', '8', '8', '9']"
80,Чип и Дейл спешат на помощь,Chip 'N Dale Rescue Rangers,Отменен/Закончен,32120,4.34,17144,8.193,309992,7.6,19892,['США'],"['Приключения', ' Мультфильмы', ' Детский']",Syndicated,23 часа 50 минут,22 мин.,05.03.1989 — 19.11.1990,"['Jim Cummings', 'Peter Cullen', 'Tress MacNeille', 'Corey Burton', 'Corey Burton', 'Tress MacNeille', 'Carol Channing', 'Deborah Walley', 'Rob Paulsen', 'Sindy McKay']",3,"['13', '47', '5']"
81,Черный Плащ,Darkwing Duck,Отменен/Закончен,21019,4.17,11359,7.657,50764,7.6,16517,['США'],"['Комедия', ' Детский', ' Мультфильмы']",Syndicated,1 день 9 часов 22 минуты,22 мин.,08.09.1991 — 05.12.1992,"['Jim Cummings', 'Terence McGovern', 'Christine Cavanaugh', 'Dan Castellaneta', 'Jack Angel', 'Joey Camen', 'Katie Leigh', 'Kenneth Mars', 'Michael Bell', 'Michael Gough', 'Ronald Feinberg', 'Tim Curry']",3,"['65', '13', '13']"
82,Чудеса на виражах,TaleSpin,Отменен/Закончен,5734,4.03,3648,7.324,22936,7.6,14991,['США'],"['Комедия', ' Детский']",Syndicated,23 часа 50 минут,22 мин.,09.09.1990 — 08.08.1991,"['Ed Gilbert', 'R. J. Williams', 'Tony Jay', 'Jim Cummings', 'Sally Struthers', 'Charlie Adler', 'Chuck McCann', 'Dan Castellaneta', 'Jim Cummings', 'Pat Fraley', 'Susan Silo', 'Tim Curry', 'Janna Michaels', 'Alan Roberts']",1,['65']
83,Утиные истории,DuckTales (1987),Отменен/Закончен,24797,4.25,13324,7.908,193374,8.1,32347,['США'],"['Приключения', ' Мультфильмы']",Syndicated,1 день 13 часов 50 минут,22 мин.,18.09.1987 — 11.03.1990,"['Terrance McGovern', 'Russi Taylor', 'Russi Taylor', 'Russi Taylor', 'Terence McGovern', 'Chuck McCann', 'Chuck McCann', 'Brian Cummings', 'Brian Cummings', 'Frank Welker', 'Frank Welker', 'Hal Smith', 'Hamilton Camp', 'Joan Gerber', 'June Foray', 'June Foray', 'Peter Cullen', 'Alan Young', 'Russi Taylor', 'Terence McGovern', 'Chuck McCann', 'Brian Cummings', 'Frank Welker', 'Hal Smith', 'Hamilton Camp', 'Joan Gerber', 'June Foray', 'Kathleen Freeman', 'Tony Anselmo', 'Peter Cullen']",3,"['65', '27', '9']"
84,"Эй, Арнольд!",Hey Arnold!,Отменен/Закончен,35516,4.13,17240,7.27,44152,7.6,33874,['США'],"['Мультфильмы', ' Детский']",Nickelodeon,1 день 17 часов 5 минут,23 мин.,07.10.1996 — 08.06.2004,"['Spencer Klein', 'Phillip Van Dyke', 'Lane Toran']",5,"['21', '19', '20', '17', '26']"
85,Счастливые лесные друзья,Happy Tree Friends,Отменен/Закончен,4557,3.8,2831,6.738,10432,7.0,17485,['США'],"['Ужасы', ' Триллер', ' Комедия']",G4,11 часов 2 минуты,7 мин.,24.12.1999 — 25.12.2006,"['Kenn Navarro', 'Warren Graff', 'Aubrey Ankrum', 'Ellen Connell', 'Nica Lorber', 'David Winn', 'Michael Lipman', 'Francis Carr', 'Liz Stuart', 'Peter Hermann', 'Kenn Navarro', 'Kenn Navarro', 'Warren Graff', 'Aubrey Ankrum', 'Ellen Connell', 'Ellen Connell', 'David Winn']",5,"['27', '27', '40', '25', '14']"
86,Трансформеры,Transformers,Отменен/Закончен,1788,4.03,1025,7.587,4969,8.0,22068,['США'],"['Боевик', ' Приключения', ' Фантастика']",Syndicated,1 день 11 часов 56 минут,22 мин.,17.09.1984 — 11.11.1987,"['Frank Welker', 'Peter Cullen', 'Corey Burton']",4,"['16', '49', '30', '3']"
87,Трансформеры: Властоголовы,Transformers: The Headmasters,Отменен/Закончен,284,3.77,133,6.964,497,6.9,747,['Япония'],"['Боевик', ' Приключения', ' Фантастика']",,12 часов 50 минут,22 мин.,03.07.1987 — 28.03.1988,"['Hideyuki Hori', 'Yôko Kawanami', 'Hiroko Emori', 'Tessyo Genda', 'Kazue Komiya', 'Katsuji Mori', 'Ikuya Sawaki']",1,['35']
88,Трансформеры: Виктори,Transformers: Victory,Отменен/Закончен,341,4.09,148,7.305,705,7.4,309,['Япония'],"['Приключения', ' Фантастика', ' Семейный']",Syndicated,13 часов 56 минут,22 мин.,14.03.1989 — 19.12.1989,"['Hideyuki Tanaka', 'Tomomichi Nishimura']",1,['38']
89,Евангелион,Neon Genesis Evangelion,Отменен/Закончен,34848,4.22,16696,8.149,53812,8.5,68686,['Япония'],"['Боевик', ' Аниме', ' Драма', ' Фантастика']",Adult Swim,18 часов 51 минута,24 мин.,04.10.1995 — 27.03.1996,"['Spike Spencer', 'Allison Keith', 'Amanda Winn Lee', 'Tiffany Grant', 'Sue Ulu', 'Tristan MacAvery', 'Guil Lunde', 'Aaron Krohn', 'Rick Peeples', 'Jason Lee', 'Kendra Benham', 'Matt Greenfield', 'Cynthia Martinez', 'Joe Pisano', 'Kurt Stoll', 'Vic Mignogna', 'Carol Amerson', 'Laura Chapman']",1,['32']
90,Вольтрон: Защитник Вселенной,Voltron: Defender of the Universe,Отменен/Закончен,481,3.76,226,7.266,1797,7.9,4825,['США'],"['Приключения', ' Мультфильмы', ' Боевик']",Syndicated,1 день 21 час 28 минут,22 мин.,01.09.1984 — 01.11.1985,,3,"['61', '43', '20']"
91,Вольтрон: Третье измерение,Voltron: The Third Dimension,Отменен/Закончен,136,4.0,42,6.188,114,6.2,196,['США'],"['Приключения', ' Фантастика']",Syndicated,9 часов 32 минуты,22 мин.,12.09.1998 — 19.02.2000,,2,"['17', '9']"
92,Она написала убийство,"Murder, She Wrote",Отменен/Закончен,2695,3.97,1228,6.735,8336,7.1,24347,['США'],"['Криминал', ' Драма', ' Детектив']",CBS,8 дней 11 часов 59 минут,45 мин.,30.09.1984 — 09.05.2003,['Angela Lansbury'],12,"['22', '22', '22', '22', '22', '22', '22', '22', '22', '21', '21', '28']"
93,Альф,ALF,Отменен/Закончен,38364,4.33,20808,7.915,55579,7.4,35574,['США'],"['Семейный', ' Фантастика', ' Комедия']",NBC,1 день 20 часов 5 минут,25 мин.,22.09.1986 — 17.02.1996,"['Paul Fusco', 'Max Wright', 'Anne Schedeen', 'Andrea Elson', 'Benji Gregory']",4,"['26', '26', '26', '25']"
94,Чарльз в ответе,Charles in Charge,Отменен/Закончен,1626,3.87,930,7.623,3287,6.1,6143,['США'],['Комедия'],Syndicated,2 дня 4 часа 30 минут,25 мин.,03.10.1984 — 10.11.1990,"['Scott Baio', 'Willie Aames', 'Julie Cobb', 'James Widdoes', 'April Lerman', 'Jonathan Ward', 'Michael Pearlman', 'Jennifer Runyon', 'Sandra Kerns', 'Nicole Eggert', 'Josie Davis', 'Alexander Polinsky', 'James T. Callahan', 'Ellen Travolta', 'Justin Whalin']",5,"['22', '26', '26', '26', '26']"
95,Беверли-Хиллз 90210,"Beverly Hills, 90210",Отменен/Закончен,15612,3.95,6995,7.644,21879,6.4,34566,['США'],"['Романтика', ' Драма']",FOX,8 дней 20 часов 51 минута,43 мин.,04.10.1990 — 17.05.2000,"['Jennie Garth', 'Ian Ziering', 'Brian Austin Green', 'Tori Spelling', 'Jason Priestley', 'Joe E. Tata', 'Luke Perry', 'Carol Potter', 'Gabrielle Carteris', 'James Eckhouse', 'Tiffani Thiessen', 'Shannen Doherty', 'Kathleen Robertson', 'Vincent Young', 'Lindsay Price', 'Mark D. Espinoza', 'Daniel Cosgrove', 'Jamie Walters', 'Vanessa Marcil', 'Douglas Emerson', 'Hilary Swank']",10,"['22', '28', '30', '32', '32', '33', '32', '32', '27', '29']"
